name,category,symptoms,severity,diet_to_eat,diet_to_avoid,medicine_name,safe_tip,dangerous_myth,base_dosage_mg
Jaundice,Medical,"Yellowing of skin, Yellow eyes, Pale colored stools",7,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Dark yellow urine, Pale colored stools, Yellowing of skin",6,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Yellowing of skin, Nausea, Pale colored stools",8,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Nausea, Dark yellow urine, Yellowing of skin, Pale colored stools",8,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,500
Jaundice,Medical,"Dark yellow urine, Yellow eyes, Yellowing of skin",8,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Yellow eyes, Nausea, Dark yellow urine",7,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Yellow eyes, Pale colored stools, Yellowing of skin, Dark yellow urine",3,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Nausea, Yellowing of skin, Dark yellow urine",6,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Yellow eyes, Nausea, Pale colored stools, Dark yellow urine",5,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Dark yellow urine, Nausea, Yellow eyes, Pale colored stools",5,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Yellowing of skin, Pale colored stools, Yellow eyes, Nausea",8,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Pale colored stools, Dark yellow urine, Nausea, Yellow eyes",7,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Nausea, Pale colored stools, Dark yellow urine",8,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Dark yellow urine, Yellow eyes, Yellowing of skin, Pale colored stools",4,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Yellowing of skin, Dark yellow urine, Pale colored stools",7,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Dark yellow urine, Yellow eyes, Yellowing of skin",9,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,500
Jaundice,Medical,"Yellow eyes, Yellowing of skin, Dark yellow urine, Nausea",3,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Pale colored stools, Yellowing of skin, Yellow eyes, Nausea",8,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,500
Jaundice,Medical,"Dark yellow urine, Yellowing of skin, Pale colored stools",3,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Yellowing of skin, Dark yellow urine, Pale colored stools, Nausea",6,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,650
Jaundice,Medical,"Yellow eyes, Yellowing of skin, Dark yellow urine",4,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Yellow eyes, Nausea, Dark yellow urine",4,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,250
Jaundice,Medical,"Nausea, Yellowing of skin, Pale colored stools",9,"Sugarcane juice, Radish leaves, Papaya, Plenty of water","Alcohol, Fried oily foods, Heavy spices, Junk food",Liver supplements (Under medical advice),Rest completely and avoid strenuous physical activity to recover the liver.,Myth: Turmeric makes jaundice worse. Fact: Turmeric in food is generally safe and anti-inflammatory.,500
Diabetes,Medical,"Slow healing wounds, Excessive thirst, Extreme hunger, Blurred vision",9,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,250
Diabetes,Medical,"Extreme hunger, Excessive thirst, Frequent urination, Slow healing wounds",9,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,500
Diabetes,Medical,"Slow healing wounds, Extreme hunger, Excessive thirst",5,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,500
Diabetes,Medical,"Frequent urination, Slow healing wounds, Blurred vision, Excessive thirst",8,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,650
Diabetes,Medical,"Blurred vision, Slow healing wounds, Frequent urination",8,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,650
Diabetes,Medical,"Slow healing wounds, Excessive thirst, Frequent urination, Blurred vision",9,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,500
Diabetes,Medical,"Frequent urination, Extreme hunger, Slow healing wounds, Excessive thirst",6,"Leafy greens, Whole grains (Oats, Brown rice), Low-sugar fruits","Sugary drinks, White bread, Deep-fried snacks, Sweets",Metformin / Insulin (Prescription required),Check blood sugar levels regularly and walk for 30 minutes daily.,Myth: You only get diabetes if you are overweight. Fact: Genetics and lifestyle both play roles.,500
